Piece,Control,FTC, FCe,pct,classify,Grade,    Cold, Cold,FMX, FMX+,lock,Hot,   Hot,,Temp Thick, CBX, Opr,Opr,   Opr,  Opr ,     Op,   FTC1,FTC2,FTS,FSYS, Thd,  Clr,  Prm, Prm , Flt,TL,     Spd,Spd,Acc,Dly,Slp,Spr,Skd,FTC,Slw,New,Ctr,Cur,Spd,Lpr,Rset,Opr,Spy,CTC,Smp,Rej,Mat, Prd,  Lheat,  Slope,  Slope , Slope ,Surf , Pred,  Meas ,  FSU,   ClrMax ,FTCPrd,  Tail, Decel,    Prd , XBar,Dly,    Msrd , Ctrl,  HiAcc, Zoom,Burst,HiAcl, Smp,  Adj, -----, -----,-----,-----,-----,-----,-----,---FTPRP-----,-----,-----,-----,-----,-----,-----, -----,-----,-----,-----,FTAPP-----,-----,-----,-----
Id     ,  startTime  , OK, No,  on,pce, Name ,    Thick, Wid , Temp, Off , -onT, Thick,  Wid , Off , Off,    On ,  ThdSpd , TlSpd , Speed, TlDecl ,   Acc1  ,Gt  , Gt ,  Gt , Burst,spdLm,SpdLm,Ctrl,TlDcl,TVD,SpdAch,Imd,Dly,Man,Clr,Vld,Avl,Mrk,Dsc,Int,Ref,Int,Lim,Lim,Sat,Req, Int,Chg,Hld,Mis,ect,cod, tmp,  Mult,   Hd,     Tl,      Full ,  EnTmp,  ThdSpd, ThdSpd,  MaxSpd , HdSpd ,MaxSpd  ,  Spd ,  Rate, Len ,Len Dist , Len , Len , Perm , Perm, Perm , StTmp,  Len ,  NAcl, FAM, GRT  ,DlyDst, Dly ,TlSpd ,TlRate, clrHSp, DclStd, Burst,  Hi_Acl ,Zoom ,AclRot, AclMin ,AclMax, Fam, Grt ,AclIdx, TempV ,  NormAcl, Cor[0], AclBase , cor[1], AvgSlp
90754100100  ,02:18:47.956 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.764,  -1.308,  -1.464  1081  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    49.1,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100200  ,02:21:29.636 , T ,   1,  55, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.708,  -1.287,  -1.432  1083  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100300  ,02:24:11.726 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.583,  -1.251,  -1.419  1076  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 96.7,    49.4,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100400  ,02:26:56.381 , T ,   1,  58, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.396,  -1.298,  -1.332  1061  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.8,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100500  ,02:29:38.478 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.198,  -1.256,  -1.312  1060  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.5,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100600  ,02:32:20.510 , T ,   1,  64, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.327,  -1.291,  -1.357  1061  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    52.1,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100700  ,02:35:02.530 , T ,   1,  76, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.609,  -1.336,  -1.406  1071  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.4,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100800  ,02:37:46.938 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.778,  -1.327,  -1.458  1080  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    54.0,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754100900  ,02:40:28.949 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.643,  -1.313,  -1.403  1075  ,   3.70,   3.70,   5.00,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.5,    0.0,   T,     T,     F,     852,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754101000  ,02:43:11.030 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.342,  -1.272,  -1.341  1065  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200100  ,02:45:53.006 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.386,  -1.321,  -1.355  1060  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    48.7,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200200  ,02:48:35.246 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.330,  -1.318,  -1.342  1058  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    54.1,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200300  ,02:51:19.780 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.501,  -1.266,  -1.402  1075  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    53.8,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200400  ,02:54:01.778 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.814,  -1.348,  -1.472  1081  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    48.8,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200500  ,02:56:43.838 , T ,   1,  55, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.780,  -1.347,  -1.451  1083  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 96.7,    48.8,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200600  ,02:59:28.451 , T ,   1,  71, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.239,  -1.294,  -1.338  1061  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.6,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200700  ,03:02:10.850 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.225,  -1.291,  -1.329  1057  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.1,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200800  ,03:04:55.598 , T ,   1,  71, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     894,   0.000,  -1.700,  -1.296,  -1.416  1077  ,   3.70,   3.70,   5.02,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.5,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754200900  ,03:07:37.690 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.660,  -1.269,  -1.429  1083  ,   3.70,   3.70,   5.07,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    48.7,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754201000  ,03:10:19.697 , T ,   1,  55, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.633,  -1.280,  -1.440  1079  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    48.8,    0.0,   T,     T,     F,     843,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300100  ,03:13:06.608 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.396,  -1.341,  -1.344  1064  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.1,    0.0,   T,     T,     F,     852,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300200  ,03:15:48.291 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.358,  -1.306,  -1.357  1060  ,   3.70,   3.70,   4.93,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    48.7,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300300  ,03:18:30.492 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.537,  -1.303,  -1.407  1071  ,   3.70,   3.70,   4.99,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.2,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300400  ,03:21:12.766 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.698,  -1.301,  -1.452  1079  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    54.0,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300500  ,03:23:54.915 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.799,  -1.330,  -1.471  1081  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 96.7,    49.3,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300600  ,03:26:39.561 , T ,   1,  68, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.278,  -1.289,  -1.344  1059  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    53.8,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300700  ,03:29:21.622 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.417,  -1.368,  -1.354  1063  ,   3.70,   3.70,   4.89,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    48.7,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300800  ,03:32:08.231 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.639,  -1.228,  -1.426  1082  ,   3.70,   3.70,   5.07,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.5,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754300900  ,03:34:55.186 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.401,  -1.334,  -1.344  1061  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.2,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754301000  ,03:37:37.186 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.348,  -1.295,  -1.328  1064  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    48.8,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400100  ,03:40:19.133 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.304,  -1.234,  -1.341  1063  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.2,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
